-5 -0.00032
-4.8989898989899 -nan
-4.7979797979798 -nan
-4.6969696969697 -nan
-4.5959595959596 -nan
-4.49494949494949 -nan
-4.39393939393939 -nan
-4.29292929292929 -nan
-4.19191919191919 -nan
-4.09090909090909 -nan
-3.98989898989899 -nan
-3.88888888888889 -nan
-3.78787878787879 -nan
-3.68686868686869 -nan
-3.58585858585859 -nan
-3.48484848484848 -nan
-3.38383838383838 -nan
-3.28282828282828 -nan
-3.18181818181818 -nan
-3.08080808080808 -nan
-2.97979797979798 -nan
-2.87878787878788 -nan
-2.77777777777778 -nan
-2.67676767676768 -nan
-2.57575757575758 -nan
-2.47474747474747 -nan
-2.37373737373737 -nan
-2.27272727272727 -nan
-2.17171717171717 -nan
-2.07070707070707 -nan
-1.96969696969697 -nan
-1.86868686868687 -nan
-1.76767676767677 -nan
-1.66666666666667 -nan
-1.56565656565657 -nan
-1.46464646464646 -nan
-1.36363636363636 -nan
-1.26262626262626 -nan
-1.16161616161616 -nan
-1.06060606060606 -nan
-0.959595959595959 -nan
-0.858585858585859 -nan
-0.757575757575758 -nan
-0.656565656565657 -nan
-0.555555555555555 -nan
-0.454545454545455 -nan
-0.353535353535354 -nan
-0.252525252525253 -nan
-0.151515151515151 -nan
-0.0505050505050502 -nan
0.0505050505050502 0.86002655091379
0.151515151515151 0.751322986986888
0.252525252525253 0.706426320725207
0.353535353535354 0.692396793354383
0.454545454545454 0.698800692836609
0.555555555555555 0.721409640381392
0.656565656565657 0.758631927827728
0.757575757575758 0.810319168954937
0.858585858585858 0.877299027483969
0.959595959595959 0.961196346244258
1.06060606060606 1.06439503012791
1.16161616161616 1.1900845602101
1.26262626262626 1.34237002385948
1.36363636363636 1.52644047590878
1.46464646464646 1.74879930005432
1.56565656565657 2.01756650434775
1.66666666666667 2.34286851472708
1.76767676767677 2.73733706121592
1.86868686868687 3.21674589261505
1.96969696969697 3.80082294405987
2.07070707070707 4.51428691187412
2.17171717171717 5.38817180223461
2.27272727272727 6.46152198260759
2.37373737373737 7.78356496508607
2.47474747474747 9.41650140818249
2.57575757575758 11.4390940366235
2.67676767676768 13.9512925178226
2.77777777777778 17.0802039991507
2.87878787878788 20.9878145753552
2.97979797979798 25.8809928273172
3.08080808080808 32.0244726087864
3.18181818181818 39.7577315923019
3.28282828282828 49.5169722467698
3.38383838383838 61.8637963258899
3.48484848484848 77.5226739291592
3.58585858585859 97.429985723756
3.68686868686869 122.798318275306
3.78787878787879 155.200893219753
3.88888888888889 196.682612855826
3.98989898989899 249.906344477444
4.09090909090909 318.345927827255
4.19191919191919 406.541223325602
4.29292929292929 520.435659494795
4.39393939393939 667.823641156241
4.49494949494949 858.944461611601
4.5959595959596 1107.27185748638
4.6969696969697 1430.56518820001
4.7979797979798 1852.27095426999
4.8989898989899 2403.39408672466
5 3125
